Molecule ChEMBL ID,Smiles,Standard Value,Standard Units
CHEMBL532079,CC(C)(C)c1ccc(O)c(CNC2CCCCC2)c1,30000.0,nM
CHEMBL529640,CCC(C)NCC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,30000.0,nM
CHEMBL591362,O=C(Nc1nc(-c2ccccn2)cs1)c1ccccc1Br,30000.0,nM
CHEMBL591128,CCOc1ccc(/C=C/c2nc(=O)c3ccccc3o2)cc1,30000.0,nM
CHEMBL529603,c1ccc(-c2ccc(-c3nc4ccccc4[nH]3)cc2)cc1,30000.0,nM
CHEMBL600439,COc1ccccc1N1CCN(C(CNS(=O)(=O)c2ccc(Cl)cc2)c2cccnc2)CC1,30000.0,nM
CHEMBL600906,CCCc1c(C)nc2ccccc2c1O,30000.0,nM
CHEMBL602409,CN1c2ccccc2N(C)C1c1ccc2c(c1)OCO2,30000.0,nM
CHEMBL526587,Cc1ccc(-c2cc(C(=O)Nc3ccc(S(=O)(=O)N4CCCCC4)cc3)[nH]n2)c(O)c1,30000.0,nM
CHEMBL602940,O=C(NCC1Cc2cccc(-c3ccncc3)c2O1)c1csc2c1CCCC2,30000.0,nM
CHEMBL589916,CC(C)(C)c1ccc(C(=O)Nc2nc3ccccc3s2)cc1,30000.0,nM
CHEMBL597857,Clc1ccc2[nH]c3c(NCCCN4CCOCC4)ncnc3c2c1,30000.0,nM
CHEMBL582420,CCOc1cccc(C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)c1,30000.0,nM
CHEMBL602211,Cc1cc(N2CCN(C3CCCC3)CC2)n2c(nc3ccccc32)c1C#N,30000.0,nM
CHEMBL1256669,CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],32100.0,nM
CHEMBL1256669,CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],25100.0,nM
CHEMBL1223066,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],89.0,nM
CHEMBL134,Clc1cccc(Cl)c1NC1=NCCN1,,
CHEMBL1214316,NC[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)C[C@@H]12,12000.0,nM
CHEMBL575569,CCOC(=O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,960.0,nM
CHEMBL3219284,CCOC(=O)c1cn(C2CC2)c2cc(N3CCN(Cc4ccccc4)CC3)c(F)cc2c1=O,1700.0,nM
CHEMBL3219285,CCOC(=O)c1cn(C2CC2)c2cc(N3CCN(CCC45CC6CC(CC(C6)C4)C5)CC3)c(F)cc2c1=O,460.0,nM
CHEMBL587892,Cc1ccc(Nc2nc(N)c3ccccc3n2)cc1Cl,30000.0,nM
CHEMBL581860,OCCNc1nc(Nc2ccc(Cl)c(Cl)c2)nc2ccccc12,30000.0,nM
CHEMBL193,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],,
CHEMBL1321,CNNCc1ccc(C(=O)NC(C)C)cc1,,
CHEMBL32350,Cc1ccc2c(c1)c1c3n2CCNC3CCC1,,
CHEMBL596852,COc1ccc(-c2nc3cc(Cc4ccc5[nH]c(-c6ccc(OC)cc6)nc5c4)ccc3[nH]2)cc1,30000.0,nM
CHEMBL524784,COc1ccc(-n2ccnc2SCC(=O)Nc2cc(C)ccc2C)c(OC)c1,30000.0,nM
CHEMBL586310,CCOC(=O)c1cn(CC)c2cc(N3CCCCC3)c(F)cc2c1=O,30000.0,nM
CHEMBL590435,CCOc1ccc(-c2nonc2NC(=O)c2cccc(C)c2)cc1OCC,30000.0,nM
CHEMBL602946,CC1CCCCN1CCCNC(=O)c1ccc2c(c1)sc1nc(-c3ccc(F)cc3)cn12,30000.0,nM
CHEMBL588516,CCn1c(SCC(=O)Nc2cc(C(F)(F)F)ccc2Cl)nc2ccccc2c1=O,30000.0,nM
CHEMBL589060,O=C(Nc1ccc(Cl)cc1C(=O)Nc1ccncc1)c1ccc(Cl)cc1Cl,19040.0,nM
CHEMBL601580,COc1ccc(C2Sc3ccccc3N=C3C2=C(O)c2ccccc23)cc1,30000.0,nM
CHEMBL533921,COCCNC(=O)c1ccc(OC2CCN(Cc3ccc(F)c(F)c3)CC2)c(Cl)c1,30000.0,nM
CHEMBL602312,CCN(CC)CCCNc1nc(-c2ccc(Cl)cc2)nc2ccccc12,30000.0,nM
CHEMBL591147,O=C(Nc1ccccc1O)c1ccc(-c2ccc(Cl)cc2Cl)o1,30000.0,nM
CHEMBL582552,CN(C)c1ccc(-c2nc3cc(N)ccc3[nH]2)cc1,30000.0,nM
CHEMBL525519,COc1cccc(O)c1CN1CCC2(CCCN(Cc3ccc(F)cc3)C2)C1,30000.0,nM
CHEMBL533399,COc1ccc(CCN2CCC(CN(C)Cc3cnn(-c4ccccc4)c3)CC2)cc1,30000.0,nM
CHEMBL588501,Cc1cc(C)c2nc(N3CCC(C(=O)NCCCN4CCC(N5CCCCC5)CC4)CC3)sc2c1,30000.0,nM
CHEMBL588155,O=C(Nc1ccc(N2CCCCC2)c(Cl)c1)c1ccc(Br)o1,30000.0,nM
CHEMBL587371,O=C(Nc1ccc(N2CCN(Cc3ccccc3)CC2)cc1)c1cccs1.O=C(O)C(F)(F)F,30000.0,nM
CHEMBL1619026,CCOc1cc(CNC(C)C(O)c2ccccc2)cc(Cl)c1OCC,30000.0,nM
CHEMBL603943,CCc1ccc(Nc2cc(C)nc3nc(C)nn23)cc1,30000.0,nM
CHEMBL589236,COc1cc(SC)ccc1C(=O)N1CCCC(C)C1,30000.0,nM
CHEMBL1740701,COc1ccc2nc(C)cc(Nc3ccccc3O)c2c1,30000.0,nM
CHEMBL580819,O=C(Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1cccc(NC(=O)c2ccco2)c1,30000.0,nM
CHEMBL601825,CCOc1ccc(CCNC(=O)c2cccs2)cc1OCC,30000.0,nM
CHEMBL532597,Cc1sc2ncnc(Sc3nc4ccccc4[nH]3)c2c1C,13930.0,nM
CHEMBL600235,Oc1c(CN2CCN(c3ccccc3F)CC2)cc(Br)c2cccnc12,30000.0,nM
CHEMBL531060,COc1ccc2nc(N)nc(C)c2c1,30000.0,nM
CHEMBL592305,Oc1ccc(C(=C(Cl)Cl)c2ccc(O)cc2)cc1,30000.0,nM
CHEMBL601492,COc1ccc(C)c2sc(N(Cc3cccnc3)C(=O)c3ccc(C#N)cc3)nc12,30000.0,nM
CHEMBL592808,CCCCC(O)(c1ccc(Cl)cc1)C(CN1CCOCC1)c1ccc(Cl)cc1.Cl,30000.0,nM
CHEMBL585839,O=C(Nc1ccc(C23CC4CC(CC(c5ccccc5)(C4)C2)C3)cc1)c1cccs1,30000.0,nM
CHEMBL590683,COc1cccc(C(=O)NC(c2ccc(C)cc2)c2cc(Cl)c3cccnc3c2O)c1,30000.0,nM
CHEMBL534319,Cl.c1ccc2c(NCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,30000.0,nM
CHEMBL577874,CCN(CC)CCNc1ccnc2cc3ccccc3cc12.O=P(O)(O)O,30000.0,nM
CHEMBL1256629,COP(=S)(NC(C)C)Oc1ccc(C)cc1[N+](=O)[O-],3900.0,nM
CHEMBL1256703,C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1700.0,nM
CHEMBL1256703,C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],650.0,nM
CHEMBL1256668,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],12000.0,nM
CHEMBL1223066,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],510.0,nM
CHEMBL1097758,CC1=C(C(=O)NCc2ccccc2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,670.0,nM
CHEMBL574671,Cc1ccc(S(=O)(=O)Cc2nc(Nc3cccc(C(F)(F)F)c3)c3cc([N+](=O)[O-])ccc3n2)cc1,25000.0,nM
CHEMBL572726,Cc1ccc(S(=O)(=O)Cc2nc(Nc3ccc(F)cc3)c3cc([N+](=O)[O-])ccc3n2)cc1,25000.0,nM
CHEMBL2347835,Cc1cc(NC(=O)c2ccc(Oc3ccc(Cl)cc3O)o2)no1,7320.0,nM
CHEMBL524973,OC1=C2C(=Nc3ccccc3SC2c2ccccc2)c2ccccc21,30000.0,nM
CHEMBL563936,CCOC(=O)c1csc(N/N=C2/CCCCC2C)n1,185000.0,nM
CHEMBL535556,O=C(NC1CCCC1)c1ccc(N2CCC(NCc3cccc(C(F)(F)F)c3)CC2)cc1,30000.0,nM
CHEMBL549216,O=C(Nc1ccc(CN2CCOCC2)cc1)c1ccc(-c2cc(Cl)ccc2Cl)o1,30000.0,nM
CHEMBL1622128,C[n+]1c2ccccc2nc2ccc(NCCO)cc21,30000.0,nM
CHEMBL4205976,CC[C@@]1(C)NC(=O)[C@H](CCCCCC(=O)[C@@H](C)O)NC(=O)[C@H]2C[C@H](C)CN2C(=O)[C@H](Cc2ccccc2)NC1=O,10.0,nM
CHEMBL3416958,Cc1ccc(-c2cc3nc(NC(C)C)[nH]c(=O)c3s2)cc1,10000.0,nM
CHEMBL561631,CCOC(=O)c1csc(N/N=C/c2cccnc2)n1,162000.0,nM
CHEMBL550630,O=C(O)c1csc(NN=C2CCCC2)n1,320000.0,nM
CHEMBL584655,COc1ccc(C2C(C(=O)Nc3cccc(OC)c3)c3ccccc3C(=O)N2C2CCCCC2)cc1,30000.0,nM
CHEMBL548374,CCCCOC(=O)c1ccc(Nc2cc(C)nc3ccc(OC)cc23)cc1,30000.0,nM
CHEMBL602586,CN(C)c1ccc(N=Cc2ccc(N3CCOCC3)cc2)cc1,30000.0,nM
CHEMBL580388,O=C(c1ccccc1F)N(Cc1ccc(Cl)cc1)c1ccccn1,30000.0,nM
CHEMBL592338,CCOc1ccc(-c2nc(NC(=O)c3cccc(S(C)(=O)=O)c3)sc2C)cc1,30000.0,nM
CHEMBL590182,COc1ccccc1CNC(=O)C1c2ccccc2C(=O)N(CC(C)C)C1c1cccs1,30000.0,nM
CHEMBL2028054,Cc1cc(NC(=O)c2cccc(C(F)(F)F)c2)n(-c2nc(-c3ccc4c(c3)OCO4)cs2)n1,30000.0,nM
CHEMBL4102877,O=c1c2ccccc2nc(-c2ccc(Br)cc2)n1-c1ccc(Br)cc1,44000.0,nM
CHEMBL514,O=NN(CCCl)C(=O)NC1CCCCC1,,
CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,,
CHEMBL1055,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,,
CHEMBL765,N=C(N)NCCN1CCCCCCC1,,
CHEMBL642,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,,
CHEMBL1098706,CC1=C(C(=O)NCc2ccc(F)cc2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,470.0,nM
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,800.0,nM
CHEMBL302795,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,,
CHEMBL1579,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,
CHEMBL154,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,,
CHEMBL80,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,,
CHEMBL445,CNCCC=C1c2ccccc2CCc2ccccc21,,
CHEMBL320497,O=C(CCCCCCC(=O)NO)NO,213.0,nM
CHEMBL1140,NC(=O)c1cccnc1,50000000.0,nM
CHEMBL510070,CCCCCCCCCCCCCC(=O)CC(=O)O[C@@H]1C[C@]2(CCC3(C=CC(=O)C=C3)O2)O[C@]2(CCC3(C=CC(=O)C=C3)O2)C1,,
CHEMBL428425,CCCCCCCCCCCCC[C@@H]1C[C@@H](O)C[C@]2(CCC3(C=CC(=O)C=C3)O2)O1,436.0,nM
CHEMBL3219285,CCOC(=O)c1cn(C2CC2)c2cc(N3CCN(CCC45CC6CC(CC(C6)C4)C5)CC3)c(F)cc2c1=O,920.0,nM
CHEMBL23657,COc1cccc(C)c1NCc1cnc2nc(N)nc(N)c2n1,5000.0,nM
CHEMBL570076,O=C(O)c1csc(NN=C2CCCCC2)n1,320000.0,nM
CHEMBL23272,Cc1cccc(SCc2cnc3nc(N)nc(N)c3c2C)c1,200.0,nM
CHEMBL586704,Cc1cc(NC(=O)C2c3ccccc3C(=O)N(CC(C)C)C2c2cccs2)no1,20850.0,nM
CHEMBL2028055,CCN(CC)CCNc1ncnc2c1[nH]c1ccc(Cl)cc12,30000.0,nM
CHEMBL525486,CCN1CCN(Cc2ccc(NC(=O)c3cc4ccc5cccnc5c4[nH]3)cc2)CC1,3850.0,nM
CHEMBL524930,Oc1ccccc1CN1CCC2(CCCN(Cc3ccccc3F)C2)C1,30000.0,nM
CHEMBL607975,C=CCc1c(C)nc2ccccc2c1O,30000.0,nM
CHEMBL2028064,Cc1cccc(-n2ncc3c(O)nc(-n4nc(C)cc4NC(=O)c4cc5ccccc5o4)nc32)c1,30000.0,nM
CHEMBL534288,O=C(O)C(=O)O.Oc1ccccc1CN1CCN(C(c2ccccc2)c2ccccc2)CC1,30000.0,nM
CHEMBL23244,COc1ccc(SCc2cnc3nc(N)nc(N)c3c2C)cc1OC,5000.0,nM
CHEMBL796,COC(=O)C(c1ccccc1)C1CCCCN1,,
CHEMBL1595,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,,
CHEMBL460291,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,,
CHEMBL535514,CCOC(=O)C1=C(c2ccccc2)N=c2sc(=Cc3cc(C)n(-c4ccc(F)cc4)c3C)c(=O)n2C1c1cccc(OC)c1OC,30000.0,nM
CHEMBL592125,O=C(Cc1ccccc1)NC(c1ccc(Cl)cc1)c1c(O)ccc2ccccc12,30000.0,nM
CHEMBL2028048,CCOC(=O)c1c(C)n(-c2ccccc2)c2ccc(OC(=O)c3cc(OC)c(OC)c(OC)c3)cc12,30000.0,nM
CHEMBL597248,c1ccc(CNc2nc(Nc3ccccc3)nc3ccccc23)cc1,30000.0,nM
CHEMBL1256629,COP(=S)(NC(C)C)Oc1ccc(C)cc1[N+](=O)[O-],1000.0,nM
CHEMBL1256764,CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],2600.0,nM
CHEMBL53153,CCCN(CCC)c1c([N+](=O)[O-])cc(S(=O)(=O)Nc2ccccc2)cc1[N+](=O)[O-],4700.0,nM
CHEMBL295960,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],2200.0,nM
CHEMBL1256630,CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],260.0,nM
CHEMBL3099581,Nc1nc2[nH]c3cccc(Sc4cccc5ccccc45)c3c2c(=O)[nH]1,600.0,nM
CHEMBL1256629,COP(=S)(NC(C)C)Oc1ccc(C)cc1[N+](=O)[O-],2100.0,nM
CHEMBL1256629,COP(=S)(NC(C)C)Oc1ccc(C)cc1[N+](=O)[O-],7100.0,nM
CHEMBL1256629,COP(=S)(NC(C)C)Oc1ccc(C)cc1[N+](=O)[O-],19100.0,nM
CHEMBL1256703,C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],2100.0,nM
CHEMBL923,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,490.0,nM
CHEMBL259192,CCCCCCNCC(P(=O)(O)O)P(=O)(O)O,9370.0,nM
CHEMBL1441,CCc1cc(C(N)=S)ccn1,,
CHEMBL1214314,C[C@@H]1[C@@H]2[C@@H](CN)[C@@H]2CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F,3000.0,nM
CHEMBL23492,Nc1nc(N)c2cc(CNc3ccc(Cl)cc3)cnc2n1,4000.0,nM
CHEMBL1774292,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(Cc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O,2000.0,nM
CHEMBL376149,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)CN[C@H](C)[C@@H](O)[C@]1(C)O,106000.0,nM
CHEMBL1774302,C=CO[C@]1(C)C[C@@H](C)CN(CCC)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H]1O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O,15000.0,nM
CHEMBL1774292,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(Cc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O,5000.0,nM
CHEMBL1774453,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CC2CCCCC2)[C@H](C)[C@@H](O)[C@]1(C)O,7000.0,nM
CHEMBL529,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,600.0,nM
CHEMBL529,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,44000.0,nM
CHEMBL1774297,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)CN(Cc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O,4000.0,nM
CHEMBL1774451,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(Cc2ccc(C)cc2)[C@H](C)[C@@H](O)[C@]1(C)O,700.0,nM
CHEMBL23569,COc1cc(NCc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1,600.0,nM
CHEMBL50514,COc1cc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC,4700.0,nM
CHEMBL598279,COc1ccc(Nc2nc(NCc3ccccc3)c3ccccc3n2)cc1,30000.0,nM
CHEMBL530978,O=c1nc(C=Cc2ccc(Br)cc2)oc2ccccc12,30000.0,nM
CHEMBL602179,COc1ccc(C(=O)C2CC2c2ccc(Cl)cc2)cc1,30000.0,nM
CHEMBL606252,CCN1CCN(c2c(C(=O)c3ccccc3)cnc3cc(OC)c(OC)cc23)CC1,30000.0,nM
CHEMBL532510,O=C(NC1CCCCC1)C(c1cccs1)N(CCc1ccccc1)C(=O)c1ccco1,30000.0,nM
CHEMBL601814,CCOc1c(Br)cc(C2C(C(=O)OC)=CN(C)C=C2C(=O)OC)cc1OC,30000.0,nM
CHEMBL600706,Cc1ccc(F)cc1NC(=O)c1cc(Cl)ccc1Nc1ccccc1,30000.0,nM
CHEMBL529968,COc1ccc(CN2CCCC(C(=O)c3ccc(C(F)(F)F)cc3)C2)c(O)c1,30000.0,nM
CHEMBL599885,Cc1cccc(N2C(=O)C3C(C2=O)C2(c4ccccc4)C(=O)C3(c3ccccc3)C(c3ccc4c(c3)OCO4)=C2c2ccc3c(c2)OCO3)c1,30000.0,nM
CHEMBL529874,Cc1ccc(C(=O)c2oc3ccc4c(C)cc(=O)oc4c3c2C)cc1,30000.0,nM
CHEMBL580353,C=CC12CCN(CC1)C(C(O)c1ccnc3ccc(OC)cc13)C2.Cl,30000.0,nM
CHEMBL605751,c1ccc(Cn2c(N=Nc3c(Nc4ccccc4)ccc4ccccc34)nc3ccccc32)cc1,13480.0,nM
CHEMBL546994,COc1cccc(C=Cc2nc(=O)c3ccccc3o2)c1OC,30000.0,nM
CHEMBL602413,Cc1ccc(Nc2nc(NCCO)c3ccccc3n2)cc1C,30000.0,nM
CHEMBL590919,CC(C)(C)CC(C)(C)NCC(O)COc1ccc2c(c1)CCC2.Cl,30000.0,nM
CHEMBL525826,COc1cccc(Nc2nc(NCCO)c3ccccc3n2)c1.Cl,30000.0,nM
CHEMBL511190,CC1=C(C(=O)Nc2ccccc2)SCCO1.CN(C)C(=S)SSC(=S)N(C)C,,
CHEMBL714,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,,
CHEMBL1213420,CN1c2c(oc(=O)n(-c3ccccn3)c2=O)-c2ccccc2S1(=O)=O,,
CHEMBL781,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,,
CHEMBL181,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,,
CHEMBL534,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,,
CHEMBL485,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,,
CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,,
CHEMBL839,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,,
CHEMBL108,NC(=O)N1c2ccccc2C=Cc2ccccc21,,
CHEMBL1008,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,,
CHEMBL1586,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,
CHEMBL1222994,CC(C)CN(CC(C)C)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],350.0,nM
CHEMBL1222995,CCCN(CCC)c1c([N+](=O)[O-])cc(S(=O)(=O)NCCO)cc1[N+](=O)[O-],26000.0,nM
CHEMBL196,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,,
CHEMBL433,CCCC(CCC)C(=O)[O-].[Na+],,
CHEMBL1095421,CSc1ccc(-c2csc(C3=C(C)[C@@H]4CC[C@@H](C)[C@@H]5CC[C@@]6(C)OO[C@@]45[C@H](O3)O6)n2)cc1,400.0,nM
CHEMBL1094437,CC1=C(c2nc(-c3ccccc3)no2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,440.0,nM
CHEMBL1095737,CCc1csc(C2=C(C)[C@@H]3CC[C@@H](C)[C@@H]4CC[C@@]5(C)OO[C@@]34[C@H](O2)O5)n1,400.0,nM
CHEMBL282948,Cc1c(CNc2cccc3c2CCCC3)cnc2nc(N)nc(N)c12,60.0,nM
CHEMBL597444,CCOc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1,30000.0,nM
CHEMBL295960,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],1400.0,nM
CHEMBL3099582,Nc1nc2[nH]c3cccc(Sc4ccc5ccccc5c4)c3c2c(=O)[nH]1,2600.0,nM
CHEMBL295960,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],1260.0,nM
CHEMBL295960,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],16000.0,nM
CHEMBL1256630,CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],12200.0,nM
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,2000.0,nM
CHEMBL1222933,NS(=O)(=O)c1cc([N+](=O)[O-])c(N(Cc2ccccc2)CC2CC2)c([N+](=O)[O-])c1,2100.0,nM
CHEMBL370691,CCN1C(=O)C(CC(=O)O)S/C1=N\N=C\c1ccc([N+](=O)[O-])cc1,500000.0,nM
CHEMBL586442,COc1ccc(-c2nonc2NC(=O)c2cccc(Cl)c2)cc1OC,30000.0,nM
CHEMBL601378,OC1=C2C(=Nc3ccccc3SC2c2ccc(Br)cc2)c2ccccc21,30000.0,nM
CHEMBL589951,CC(C)(C)c1ccc(C(=O)Nc2c3c(nn2-c2cccc(Cl)c2)CSC3)cc1,30000.0,nM
CHEMBL527541,Cc1nc2ccccc2c(O)c1CC=C(Cl)Cl,30000.0,nM
CHEMBL16,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,,
CHEMBL1213285,CCCCCCCCCCCCc1c(C)n(O)c2ccccc2c1=O,0.8,nM
CHEMBL1201891,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,,
CHEMBL1256901,CCCC[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.[Br-],,
CHEMBL511142,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,,
CHEMBL31970,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],13800.0,nM
CHEMBL2042573,O=[N+]([O-])c1cccc2ccc(O)nc12,56100.0,nM
CHEMBL2179162,CN(CC(=O)NN)C(=O)Oc1ccc(Cl)cc1C(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1.Cl,125.0,nM
CHEMBL4229196,CC(C)CCn1c(-c2ccc(N(C)C)cc2)nc2ccccc2c1=O,35000.0,nM
CHEMBL1450,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,9.0,nM
CHEMBL429,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,,
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,,
CHEMBL521,CC(C)Cc1ccc(C(C)C(=O)O)cc1,,
CHEMBL568,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,,
